survey	config	block	run	date	max_step	train_psnr	train_fg	peak_fg	peak_fg_step	eval_psnr	eval_fg	gauss
03_13B_Jackal	lio_row_halves	block_026	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_105725	2026-08-09	1999	8.64	20.09	23.26	590	10.13	20.14	95638.00
03_13B_Jackal	lio_row_halves	block_027	splat_runs_E/E_block_027/high/2026-07-24_231258	2026-07-25	20000	9.45	21.83	25.80	19680	7.11	17.33	813017.00
03_13B_Jackal	lio_row_halves	block_027	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_063933	2026-08-09	1999	11.01	17.46	19.42	1840	8.84	15.40	86753.00
03_13B_Jackal	lio_row_halves	block_027	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_105946	2026-08-09	1999	11.00	17.42	19.54	1240	8.84	15.37	87544.00
03_13B_Jackal	lio_row_halves	block_028	splat_runs_E/E_block_028/high/2026-07-25_002447	2026-07-25	20000	16.88	26.32	28.86	19550			932130.00
03_13B_Jackal	lio_row_halves	block_028	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_064153	2026-08-09	1999	10.11	17.90	23.08	1240	9.82	22.75	84565.00
03_13B_Jackal	lio_row_halves	block_028	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_110207	2026-08-09	1999	10.12	17.93	23.14	1240	9.81	22.72	83098.00
03_13B_Jackal	lio_row_halves	block_029	splat_runs_E/E_block_029/high/2026-07-25_013512	2026-07-25	20000	14.94	23.71	28.37	18120			642436.00
03_13B_Jackal	lio_row_halves	block_029	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_064416	2026-08-09	1999	11.73	20.13	24.85	1240	7.55	22.47	83944.00
03_13B_Jackal	lio_row_halves	block_029	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_110425	2026-08-09	1999	11.73	20.14	24.94	1240	7.59	22.54	85771.00
03_13B_Jackal	lio_row_halves	block_030	splat_runs_E/E_block_030/high/2026-07-25_024414	2026-07-25	20000	7.98	23.51	27.20	19680	9.03	19.82	786799.00
03_13B_Jackal	lio_row_halves	block_030	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_064633	2026-08-09	1999	10.34	18.56	21.53	1240	9.17	19.90	85534.00
03_13B_Jackal	lio_row_halves	block_030	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_110642	2026-08-09	1999	10.33	18.52	21.60	1240	9.17	19.88	85192.00
03_13B_Jackal	lio_row_halves	block_031	splat_runs_E/E_block_031/high/2026-07-25_035452	2026-07-25	20000	12.19	22.96	27.09	5070	7.36	17.41	827403.00
03_13B_Jackal	lio_row_halves	block_031	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_064854	2026-08-09	1999	7.92	15.14	22.59	530	10.90	15.36	89535.00
03_13B_Jackal	lio_row_halves	block_031	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_110903	2026-08-09	1999	7.92	15.13	22.59	530	10.89	15.31	92254.00
03_13B_Jackal	lio_row_halves	block_032	splat_runs_E/E_block_032/high/2026-07-25_050723	2026-07-25	20000	10.43	22.72	28.41	17760	7.58	23.36	620691.00
03_13B_Jackal	lio_row_halves	block_032	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_065114	2026-08-09	1999	9.83	21.58	22.17	1870	10.38	21.90	46432.00
03_13B_Jackal	lio_row_halves	block_032	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_111124	2026-08-09	1999	9.87	22.39	22.39	1990	10.39	21.95	47556.00
03_13B_Jackal	lio_row_halves	block_033	splat_runs_E/E_block_033/high/2026-07-25_061848	2026-07-25	20000	11.62	25.83	27.61	13890	8.22	25.35	351470.00
03_13B_Jackal	lio_row_halves	block_033	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_065331	2026-08-09	1999	8.77	14.05	21.97	1770	9.67	19.02	17826.00
03_13B_Jackal	lio_row_halves	block_033	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_111341	2026-08-09	1999	8.81	17.01	22.41	1770	9.58	18.13	16907.00
03_13B_Jackal	lio_row_halves	block_034	splat_runs_E/E_block_034/high/2026-07-25_073129	2026-07-25	20000	11.04	25.39	30.31	18820	10.26	22.95	600120.00
03_13B_Jackal	lio_row_halves	block_034	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_065549	2026-08-09	1999	9.85	20.41	23.65	920	7.47	19.50	94910.00
03_13B_Jackal	lio_row_halves	block_034	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_111600	2026-08-09	1999	9.83	20.02	24.24	920	7.44	19.04	95129.00
03_13B_Jackal	lio_row_halves	block_035	splat_runs_E/E_block_035/high/2026-07-25_084306	2026-07-25	20000	11.82	24.64	27.12	5670	10.31	20.41	382365.00
03_13B_Jackal	lio_row_halves	block_035	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_065813	2026-08-09	1999	8.91	20.15	21.19	1840	9.32	16.68	27591.00
03_13B_Jackal	lio_row_halves	block_035	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_111822	2026-08-09	1999	9.17	18.84	20.67	1840	9.26	15.76	27675.00
03_13B_Jackal	lio_row_halves	block_036	splat_runs_E/E_block_036/high/2026-07-25_125930	2026-07-25	20000	9.81	24.77	29.76	19970	8.23	21.28	896148.00
03_13B_Jackal	lio_row_halves	block_036	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_070032	2026-08-09	1999	10.73	20.57	23.29	1720	7.82	20.75	117449.00
03_13B_Jackal	lio_row_halves	block_036	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_112042	2026-08-09	1999	10.79	21.13	23.41	1720	7.82	20.85	122035.00
03_13B_Jackal	lio_row_halves	block_037	splat_runs_E/E_block_037/high/2026-07-25_141621	2026-07-25	20000	10.70	28.34	29.38	19640	9.09	27.73	935465.00
03_13B_Jackal	lio_row_halves	block_037	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_070253	2026-08-09	1999	12.07	22.52	24.17	530	8.21	19.14	237778.00
03_13B_Jackal	lio_row_halves	block_037	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_112303	2026-08-09	1999	12.12	22.88	24.20	530	8.23	19.18	235145.00
03_13B_Jackal	lio_row_halves	block_038	splat_runs_E/E_block_038/high/2026-07-25_154308	2026-07-25	20000	12.30	26.89	32.12	19540	9.34	23.84	973182.00
03_13B_Jackal	lio_row_halves	block_038	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_070516	2026-08-09	1999	8.74	21.32	23.75	1710	7.44	20.01	433484.00
03_13B_Jackal	lio_row_halves	block_038	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_112526	2026-08-09	1999	8.62	21.04	23.93	1710	6.99	17.96	436504.00
03_13B_Jackal	lio_row_halves	block_039	splat_runs_E/E_block_039/high/2026-07-25_170414	2026-07-25	20000	15.17	27.05	29.11	16750	10.10	22.86	1094077.00
03_13B_Jackal	lio_row_halves	block_039	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_070751	2026-08-09	1999	11.13	16.30	24.38	1570	8.93	21.95	461140.00
03_13B_Jackal	lio_row_halves	block_039	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_112759	2026-08-09	1999	10.91	16.57	24.10	1570	8.96	21.49	463352.00
03_13B_Jackal	lio_row_halves	block_040	splat_runs_E/E_block_040/high/2026-07-25_183100	2026-07-25	20000	14.09	27.72	30.06	19600	7.86	20.95	1092197.00
03_13B_Jackal	lio_row_halves	block_040	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_071024	2026-08-09	1999	10.35	23.00	23.98	1460	7.81	20.92	384950.00
03_13B_Jackal	lio_row_halves	block_040	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_113033	2026-08-09	1999	10.30	22.92	23.80	1380	7.91	21.27	387176.00
03_13B_Jackal	lio_row_halves	block_041	splat_runs_E/E_block_041/high/2026-07-25_195252	2026-07-25	20000	11.19	25.78	31.31	19200	11.00	25.02	856575.00
03_13B_Jackal	lio_row_halves	block_041	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_071257	2026-08-09	1999	10.18	21.16	23.52	1270	8.76	20.28	354703.00
03_13B_Jackal	lio_row_halves	block_041	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_113305	2026-08-09	1999	10.18	21.29	23.39	1450	8.85	20.30	351936.00
03_13B_Jackal	lio_row_halves	block_042	splat_runs_E/E_block_042/high/2026-07-25_215024	2026-07-25	0							
03_13B_Jackal	lio_row_halves	block_042	splat_runs_E/E_block_042/high/2026-07-26_181924	2026-07-26	20000	13.15	25.33	29.40	17800	11.29	23.76	1173648.00
03_13B_Jackal	lio_row_halves	block_042	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_071526	2026-08-09	1999	12.91	23.24	26.41	1000	8.39	22.78	587949.00
03_13B_Jackal	lio_row_halves	block_042	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_113533	2026-08-09	1999	12.82	23.04	26.58	1000	8.41	23.20	585429.00
03_13B_Jackal	lio_row_halves	block_043	splat_runs_E/E_block_043/high/2026-07-26_192440	2026-07-26	20000	15.07	20.98	29.29	19070	7.95	21.22	903577.00
03_13B_Jackal	lio_row_halves	block_043	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_071815	2026-08-09	1999	10.10	19.20	23.94	1410	8.37	21.91	464644.00
03_13B_Jackal	lio_row_halves	block_043	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_113822	2026-08-09	1999	10.59	18.97	24.04	1750	8.36	21.94	453376.00
03_13B_Jackal	lio_row_halves	block_044	splat_runs_E/E_block_044/high/2026-07-26_203410	2026-07-26	20000	14.42	28.92	29.37	16280	7.76	26.05	895324.00
03_13B_Jackal	lio_row_halves	block_044	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_072051	2026-08-09	1999	9.63	19.34	24.58	1600	7.67	22.20	359324.00
03_13B_Jackal	lio_row_halves	block_044	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_114053	2026-08-09	1999	9.72	19.46	24.08	1600	7.69	22.20	352376.00
03_13B_Jackal	lio_row_halves	block_045	splat_runs_E/E_block_045/high/2026-07-26_213824	2026-07-26	20000	13.73	26.63	29.59	19840	8.70	27.07	802089.00
03_13B_Jackal	lio_row_halves	block_045	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_072321	2026-08-09	1999	11.52	22.27	23.53	1200	7.80	20.71	360978.00
03_13B_Jackal	lio_row_halves	block_045	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_114325	2026-08-09	1999	11.63	22.72	23.76	1200	7.88	20.57	358500.00
03_13B_Jackal	lio_row_halves	block_046	splat_runs_E/E_block_046/high/2026-07-26_224636	2026-07-26	20000	14.66	26.11	29.92	18490	10.13	22.09	882735.00
03_13B_Jackal	lio_row_halves	block_046	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_072550	2026-08-09	1999	11.68	23.30	24.09	530	7.53	20.07	411596.00
03_13B_Jackal	lio_row_halves	block_046	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_114556	2026-08-09	1999	11.39	22.35	24.09	530	7.54	20.03	411529.00
03_13B_Jackal	lio_row_halves	block_047	splat_runs_E/E_block_047/high/2026-07-26_235033	2026-07-27	20000	16.00	28.58	28.98	2000	11.58	21.54	870057.00
03_13B_Jackal	lio_row_halves	block_047	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_072820	2026-08-09	1999	10.68	18.41	23.50	1890	8.39	19.93	383309.00
03_13B_Jackal	lio_row_halves	block_047	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_114829	2026-08-09	1999	10.49	18.35	24.25	1890	8.44	20.31	390918.00
03_13B_Jackal	lio_row_halves	block_048	splat_runs_E/E_block_048/high/2026-07-27_005813	2026-07-27	20000	15.54	26.18	28.92	19100	8.53	24.02	993746.00
03_13B_Jackal	lio_row_halves	block_048	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_073054	2026-08-09	1999	10.59	19.52	23.80	780	7.12	22.67	399335.00
03_13B_Jackal	lio_row_halves	block_048	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_115101	2026-08-09	1999	11.08	20.20	23.39	780	7.12	22.78	397618.00
03_13B_Jackal	lio_row_halves	block_049	splat_runs_E/E_block_049/high/2026-07-27_020442	2026-07-27	20000	14.41	24.59	29.72	18090	9.46	23.49	853875.00
03_13B_Jackal	lio_row_halves	block_049	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_073330	2026-08-09	1999	9.67	24.07	24.07	1990	10.81	21.85	368071.00
03_13B_Jackal	lio_row_halves	block_049	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_115335	2026-08-09	1999	9.64	23.54	24.11	1710	10.62	22.54	350220.00
03_13B_Jackal	lio_row_halves	block_050	splat_runs_E/E_block_050/high/2026-07-27_030826	2026-07-27	20000	13.36	25.73	29.60	2810	9.80	23.49	864033.00
03_13B_Jackal	lio_row_halves	block_050	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_073602	2026-08-09	1999	8.56	23.19	24.62	540	7.13	19.00	421585.00
03_13B_Jackal	lio_row_halves	block_050	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_115605	2026-08-09	1999	8.61	23.66	24.63	540	7.11	19.23	419381.00
03_13B_Jackal	lio_row_halves	block_051	splat_runs_E/E_block_051/high/2026-07-27_041324	2026-07-27	20000	16.46	24.02	29.59	18390	7.62	17.98	826237.00
03_13B_Jackal	lio_row_halves	block_051	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_073834	2026-08-09	1999	8.91	22.66	24.49	1720	7.80	20.69	437316.00
03_13B_Jackal	lio_row_halves	block_051	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_115836	2026-08-09	1999	8.87	22.71	24.78	1720	7.82	21.09	436286.00
03_13B_Jackal	lio_row_halves	block_052	splat_runs_E/E_block_052/high/2026-07-27_052223	2026-07-27	20000	16.64	22.68	29.95	2300			644100.00
03_13B_Jackal	lio_row_halves	block_052	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_074103	2026-08-09	1999	12.44	26.83	28.09	1980	9.24	18.40	100041.00
03_13B_Jackal	lio_row_halves	block_052	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_120105	2026-08-09	1999	12.43	26.50	26.50	1990	9.07	17.06	101544.00
03_13B_Jackal	lio_row_halves	block_053	splat_runs_E/E_block_053/high/2026-07-27_061635	2026-07-27	20000	15.96	24.82	26.27	2980			1258663.00
03_13B_Jackal	lio_row_halves	block_053	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_074306	2026-08-09	1999	9.42	12.88	19.26	1790	9.24	18.60	29738.00
03_13B_Jackal	lio_row_halves	block_053	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_120308	2026-08-09	1999	9.42	12.88	19.26	1790	9.24	18.60	29738.00
03_13B_Jackal	lio_row_halves	block_054	splat_runs_E/E_block_054/high/2026-07-27_071445	2026-07-27	20000	16.82	26.03	28.53	19150	11.30	22.33	891629.00
03_13B_Jackal	lio_row_halves	block_054	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_074507	2026-08-09	1999	10.53	19.53	24.49	590	8.72	20.85	460591.00
03_13B_Jackal	lio_row_halves	block_054	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_120508	2026-08-09	1999	10.52	18.71	24.49	590	8.74	20.99	456296.00
03_13B_Jackal	lio_row_halves	block_055	splat_runs_E/E_block_055/high/2026-07-27_082125	2026-07-27	20000	13.74	24.93	28.50	19930	8.66	23.81	860722.00
03_13B_Jackal	lio_row_halves	block_055	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_074744	2026-08-09	1999	9.32	20.78	23.24	1870	7.21	17.37	383312.00
03_13B_Jackal	lio_row_halves	block_055	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_120744	2026-08-09	1999	9.19	20.26	23.30	1870	7.32	18.08	380947.00
03_13B_Jackal	lio_row_halves	block_056	splat_runs_E/E_block_056/high/2026-07-27_092414	2026-07-27	20000	13.56	22.52	30.53	19620	10.02	24.76	832812.00
03_13B_Jackal	lio_row_halves	block_056	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_075013	2026-08-09	1999	10.57	19.04	24.00	1570	7.69	19.45	433629.00
03_13B_Jackal	lio_row_halves	block_056	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_121013	2026-08-09	1999	10.58	19.01	23.04	910	7.80	19.35	434653.00
03_13B_Jackal	lio_row_halves	block_057	splat_runs_E/E_block_057/high/2026-07-27_102825	2026-07-27	20000	13.41	25.03	28.61	19580	10.19	21.57	861457.00
03_13B_Jackal	lio_row_halves	block_057	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_075243	2026-08-09	1999	9.43	18.52	23.15	1320	7.46	19.25	434920.00
03_13B_Jackal	lio_row_halves	block_057	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_121245	2026-08-09	1999	9.77	19.63	23.49	1460	7.54	19.16	435067.00
03_13B_Jackal	lio_row_halves	block_058	splat_runs_E/E_block_058/high/2026-07-27_113542	2026-07-27	16356	12.61	26.43	28.62	15730	8.41	22.99	1075305.00
03_13B_Jackal	lio_row_halves	block_058	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_075516	2026-08-09	1999	11.25	23.92	27.04	590	9.12	20.36	562278.00
03_13B_Jackal	lio_row_halves	block_058	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_121515	2026-08-09	1999	11.23	23.68	27.03	590	9.13	20.92	554434.00
03_13B_Jackal	lio_row_halves	block_059	splat_runs_E/E_block_059/high/2026-07-26_023536	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_059	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_075804	2026-08-09	1999	9.27	20.68	24.50	1350	9.47	20.95	327377.00
03_13B_Jackal	lio_row_halves	block_059	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_121803	2026-08-09	1999	9.48	21.85	24.56	1350	9.48	20.82	324331.00
03_13B_Jackal	lio_row_halves	block_060	splat_runs_E/E_block_060/high/2026-07-26_025424	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_060	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_080033	2026-08-09	1999	9.99	19.14	23.27	1090	7.13	20.33	446134.00
03_13B_Jackal	lio_row_halves	block_060	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_122032	2026-08-09	1999	9.69	19.64	23.06	920	7.22	20.18	443562.00
03_13B_Jackal	lio_row_halves	block_061	splat_runs_E/E_block_061/high/2026-07-26_031208	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_061	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_080310	2026-08-09	1999	8.70	18.68	24.56	800	8.67	19.03	446064.00
03_13B_Jackal	lio_row_halves	block_061	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_122302	2026-08-09	1999	7.89	18.85	24.79	800	8.74	18.79	451451.00
03_13B_Jackal	lio_row_halves	block_062	splat_runs_E/E_block_062/high/2026-07-26_033225	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_062	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_080548	2026-08-09	1999	11.89	20.82	23.70	450	10.56	21.90	440310.00
03_13B_Jackal	lio_row_halves	block_062	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_122537	2026-08-09	1999	12.01	21.38	23.70	450	10.53	22.03	450861.00
03_13B_Jackal	lio_row_halves	block_063	splat_runs_E/E_block_063/high/2026-07-26_035113	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_063	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_122812	2026-08-09	1999	10.38	19.22	23.89	1710	7.58	21.03	406989.00
03_13B_Jackal	lio_row_halves	block_064	splat_runs_E/E_block_064/high/2026-07-26_040920	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_064	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_123047	2026-08-09	1999	8.38	21.59	24.52	1690	8.67	20.56	399119.00
03_13B_Jackal	lio_row_halves	block_065	splat_runs_E/E_block_065/high/2026-07-26_042749	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_065	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_123314	2026-08-09	1999	10.25	21.66	25.64	1950	8.67	22.85	384602.00
03_13B_Jackal	lio_row_halves	block_066	splat_runs_E/E_block_066/high/2026-07-26_044559	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_066	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_123548	2026-08-09	1999	9.39	23.77	25.98	1300	9.27	20.95	397425.00
03_13B_Jackal	lio_row_halves	block_067	splat_runs_E/E_block_067/high/2026-07-26_050430	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_067	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_123821	2026-08-09	1999	12.23	19.67	24.02	1410	7.87	21.60	384003.00
03_13B_Jackal	lio_row_halves	block_068	splat_runs_E/E_block_068/high/2026-07-26_052209	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_068	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_124052	2026-08-09	1999	9.34	24.89	26.08	1870	7.50	22.28	61395.00
03_13B_Jackal	lio_row_halves	block_069	splat_runs_E/E_block_069/high/2026-07-26_053440	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_069	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_124253	2026-08-09	1999	9.49	25.98	26.50	1870	7.98	22.98	57936.00
03_13B_Jackal	lio_row_halves	block_070	splat_runs_E/E_block_070/high/2026-07-26_054801	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_070	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_124455	2026-08-09	1999	9.99	20.18	23.41	990	9.66	21.34	379553.00
03_13B_Jackal	lio_row_halves	block_071	splat_runs_E/E_block_071/high/2026-07-26_060554	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_071	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_124724	2026-08-09	1999	6.61	19.80	23.39	990	9.60	20.09	421231.00
03_13B_Jackal	lio_row_halves	block_072	splat_runs_E/E_block_072/high/2026-07-26_062342	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_072	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_124952	2026-08-09	1999	9.03	25.08	25.08	1990	9.05	20.97	329306.00
03_13B_Jackal	lio_row_halves	block_073	splat_runs_E/E_block_073/high/2026-07-26_064117	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_073	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_125223	2026-08-09	1999	9.88	22.06	23.59	910	9.48	20.59	354235.00
03_13B_Jackal	lio_row_halves	block_074	splat_runs_E/E_block_074/high/2026-07-26_065842	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_074	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_125451	2026-08-09	1999	10.77	23.71	24.14	1720	6.99	19.00	396548.00
03_13B_Jackal	lio_row_halves	block_075	splat_runs_E/E_block_075/high/2026-07-26_071649	2026-07-26	0							
03_13B_Jackal	lio_row_halves	block_075	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_125722	2026-08-09	1999	10.21	22.71	23.30	1190	7.29	19.21	400736.00
03_13B_Jackal	lio_row_halves	block_076	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_125954	2026-08-09	1999	8.93	21.00	22.95	1200	9.35	22.77	92266.00
03_13B_Jackal	lio_row_halves	block_077	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_130214	2026-08-09	1999	10.45	20.95	26.15	1600	8.62	20.52	95639.00
03_13B_Jackal	lio_row_halves	block_078	splat_runs_STAGE1/stage1_bg00/high/2026-08-09_130434	2026-08-09	1999	9.45	21.91	24.89	530	7.53	22.34	95832.00
04_13D_Jackal	lio_row6F	block_000	splat_runs_F/F_block_000/high/2026-07-24_140222	2026-07-24	20000	18.99				11.83		1447350.00
04_13D_Jackal	lio_row6F	block_000	splat_runs_S6/fruit_s6_b000/high/2026-08-02_104444	2026-08-02	20001	14.93	20.72	23.23	18870	10.55	14.61	749570.00
04_13D_Jackal	lio_row6F	block_000	splat_runs_STAGE1/stage1_bg00/high/2026-08-05_214141	2026-08-05	15001	14.25	19.39	22.94	14680	10.28	15.79	851782.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_F/F_block_001/high/2026-07-24_151734	2026-07-24	20000	17.25				16.93		1661887.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_F2/F2_block_001/high/2026-07-24_193610	2026-07-24	20000	17.55				17.19		1621817.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_F3/F3_block_001/high/2026-07-25_112525	2026-07-25	20000	17.28				17.43		1786808.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_F4/F4_block_001/high/2026-07-25_214338	2026-07-25	0							
04_13D_Jackal	lio_row6F	block_001	splat_runs_F4/F4_block_001/high/2026-07-26_165917	2026-07-26	20000	17.58				17.40		1641072.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_FRUIT/fruit_probe/high/2026-07-30_065017	2026-07-30	8000							
04_13D_Jackal	lio_row6F	block_001	splat_runs_FRUIT/fruit_probe/high/2026-07-30_100251	2026-07-30	0							
04_13D_Jackal	lio_row6F	block_001	splat_runs_S1/fruit_scratch/high/2026-07-30_110957	2026-07-30	20001	18.44				13.27		721655.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S2/fruit_protected/high/2026-07-30_151613	2026-07-30	20001	18.19				14.34		731310.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S3/fruit_s3a/high/2026-07-31_102824	2026-07-31	8638	15.36				14.13		769835.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S3/fruit_s3a/high/2026-07-31_111109	2026-07-31	20001	17.61				15.12		645230.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S4/fruit_s4_strict/high/2026-07-31_180452	2026-07-31	20001	17.68				12.16		638811.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S5/fruit_s5_idmap/high/2026-08-01_185620	2026-08-01	20001	18.74				11.83		694241.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S6/fruit_s6_b001/high/2026-08-02_081908	2026-08-02	20001	13.16	17.32	24.48	16430	7.19	8.81	589499.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S7/fruit_s7_b001/high/2026-08-02_191231	2026-08-02	20001	12.87	16.61	24.54	17820	7.12	8.65	567380.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S8/fruit_s8_densify/high/2026-08-03_065554	2026-08-03	20001	12.97	16.79	24.14	17810	7.18	8.81	622533.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S9/fruit_s9_cascade/high/2026-08-03_095722	2026-08-03	20001	14.97	17.84	23.16	12240	7.14	8.72	571904.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_S9B/fruit_s9b_window/high/2026-08-03_154815	2026-08-03	20001	14.69	17.07	22.75	12240	7.47	9.49	572815.00
04_13D_Jackal	lio_row6F	block_001	splat_runs_STAGE1/stage1_bg00/high/2026-08-05_225548	2026-08-06	15001	13.81	19.43	23.70	14680	10.27	11.54	680823.00
04_13D_Jackal	lio_row6F	block_001_L049	splat_runs_BASE/citrus_b001_L049/high/2026-08-03_233638	2026-08-04	15001	24.85				10.60		884078.00
04_13D_Jackal	lio_row6F	block_001_L073	splat_runs_BASE/citrus_b001_L073/high/2026-08-03_222333	2026-08-03	15001	22.76				9.95		1033825.00
04_13D_Jackal	lio_row6F	block_001_L095	splat_runs_BASE/base_L095/high/2026-08-03_193647	2026-08-03	7210	11.56				15.29		308931.00
